Year,LandUseCode,BuildingValue,YardValue,LandValue,Acres,SpecialLand,TotalValue,anum,FullAddress,ParcelID
2006,101  - One Family,215500,2000,163700,"5,800.00",0.0,381200,13983,316 APPLETON ST,178.0-0005-0001.0
2005,101  - One Family,203300,1900,160400,"5,800.00",0.0,365600,13983,316 APPLETON ST,178.0-0005-0001.0
2004,101  - One Family,218100,1900,160400,"5,800.00",0.0,380400,13983,316 APPLETON ST,178.0-0005-0001.0
2003,101  - One Family,142500,1900,130700,"5,800.00",0.0,275100,13983,316 APPLETON ST,178.0-0005-0001.0
2002,101  - One Family,142500,1900,118800,"5,800.00",0.0,263200,13983,316 APPLETON ST,178.0-0005-0001.0
2001,101  - One Family,165000,0,118800,"5,800.00",0.0,283800,13983,316 APPLETON ST,178.0-0005-0001.0
2000,101  - One Family,90900,0,97600,0.13,0.0,188500,13983,316 APPLETON ST,178.0-0005-0001.0
1999,101  - One Family,90900,0,97600,,0.0,188500,13983,316 APPLETON ST,178.0-0005-0001.0
1998,101  - One Family,90900,0,88700,,0.0,179600,13983,316 APPLETON ST,178.0-0005-0001.0
1997,101  - One Family,87500,0,79900,,0.0,167400,13983,316 APPLETON ST,178.0-0005-0001.0
1996,101  - One Family,87500,0,79900,,0.0,167400,13983,316 APPLETON ST,178.0-0005-0001.0
1995,101  - One Family,87500,0,79900,,0.0,167400,13983,316 APPLETON ST,178.0-0005-0001.0
1994,101  - One Family,81900,0,77500,,0.0,159400,13983,316 APPLETON ST,178.0-0005-0001.0
1993,101  - One Family,81900,0,77500,,0.0,159400,13983,316 APPLETON ST,178.0-0005-0001.0
1992,101  - One Family,84400,0,79900,,0.0,164300,13983,316 APPLETON ST,178.0-0005-0001.0
2026,101  - One Family,436200,1500,516900,"6,513.00",0.0,954600,14102,435 APPLETON ST,179.0-0005-0003.0
2025,101  - One Family,416800,1500,492300,"6,513.00",0.0,910600,14102,435 APPLETON ST,179.0-0005-0003.0
2024,101  - One Family,391700,1600,473800,"6,513.00",0.0,867100,14102,435 APPLETON ST,179.0-0005-0003.0
2023,101  - One Family,357900,1600,443100,"6,513.00",0.0,802600,14102,435 APPLETON ST,179.0-0005-0003.0
2022,101  - One Family,324900,1600,430800,"6,513.00",0.0,757300,14102,435 APPLETON ST,179.0-0005-0003.0
2021,101  - One Family,315200,1600,430800,"6,513.00",0.0,747600,14102,435 APPLETON ST,179.0-0005-0003.0
2020,101  - One Family,315200,1600,430800,"6,513.00",0.0,747600,14102,435 APPLETON ST,179.0-0005-0003.0
2019,101  - One Family,238900,1700,424600,"6,513.00",0.0,665200,14102,435 APPLETON ST,179.0-0005-0003.0
2018,101  - One Family,215000,1700,326200,"6,513.00",0.0,542900,14102,435 APPLETON ST,179.0-0005-0003.0
2017,101  - One Family,215000,1700,307700,"6,513.00",0.0,524400,14102,435 APPLETON ST,179.0-0005-0003.0
2016,101  - One Family,215000,1700,283100,"6,513.00",0.0,499800,14102,435 APPLETON ST,179.0-0005-0003.0
2015,101  - One Family,209500,1700,264600,"6,513.00",0.0,475800,14102,435 APPLETON ST,179.0-0005-0003.0
2014,101  - One Family,209500,1700,243700,"6,513.00",0.0,454900,14102,435 APPLETON ST,179.0-0005-0003.0
2013,101  - One Family,209500,1700,243700,"6,513.00",0.0,454900,14102,435 APPLETON ST,179.0-0005-0003.0
2012,101  - One Family,224300,4500,203100,"6,513.00",0.0,431900,14102,435 APPLETON ST,179.0-0005-0003.0
2011,101  - One Family,224300,4500,203100,"6,513.00",0.0,431900,14102,435 APPLETON ST,179.0-0005-0003.0
2010,101  - One Family,224300,4500,208100,"7,025.00",0.0,436900,14102,435 APPLETON ST,179.0-0005-0003.0
2009,101  - One Family,215200,800,208000,"7,025.00",0.0,424000,14102,435 APPLETON ST,179.0-0005-0003.0
2008,101  - One Family,224200,800,208000,"7,025.00",0.0,433000,14102,435 APPLETON ST,179.0-0005-0003.0
2007,101  - One Family,231100,800,214500,"7,025.00",0.0,446400,14102,435 APPLETON ST,179.0-0005-0003.0
2006,101  - One Family,223400,800,173800,"7,025.00",0.0,398000,14102,435 APPLETON ST,179.0-0005-0003.0
2005,101  - One Family,210700,800,164000,"7,025.00",0.0,375500,14102,435 APPLETON ST,179.0-0005-0003.0
2004,101  - One Family,210700,800,164000,"7,025.00",0.0,375500,14102,435 APPLETON ST,179.0-0005-0003.0
2003,101  - One Family,160200,800,135600,"7,025.00",0.0,296600,14102,435 APPLETON ST,179.0-0005-0003.0
2002,101  - One Family,160200,800,119800,"7,025.00",0.0,280800,14102,435 APPLETON ST,179.0-0005-0003.0
2001,101  - One Family,160200,800,119800,"7,025.00",0.0,280800,14102,435 APPLETON ST,179.0-0005-0003.0
2000,101  - One Family,79700,0,104300,0.16,0.0,184000,14102,435 APPLETON ST,179.0-0005-0003.0
1999,101  - One Family,79700,0,104300,,0.0,184000,14102,435 APPLETON ST,179.0-0005-0003.0
1998,101  - One Family,79700,0,94800,,0.0,174500,14102,435 APPLETON ST,179.0-0005-0003.0
1997,101  - One Family,75800,0,85400,,0.0,161200,14102,435 APPLETON ST,179.0-0005-0003.0
1996,101  - One Family,75800,0,85400,,0.0,161200,14102,435 APPLETON ST,179.0-0005-0003.0
1995,101  - One Family,75800,0,85400,,0.0,161200,14102,435 APPLETON ST,179.0-0005-0003.0
1994,101  - One Family,85500,0,82800,,0.0,168300,14102,435 APPLETON ST,179.0-0005-0003.0
1993,101  - One Family,85500,0,82800,,0.0,168300,14102,435 APPLETON ST,179.0-0005-0003.0
1992,101  - One Family,88100,0,85400,,0.0,173500,14102,435 APPLETON ST,179.0-0005-0003.0
2026,102  - Condo,476800,0,0,0.00,0.0,476800,15760,25 APPLETON ST #25,164.0-0001-0007.0
2025,102  - Condo,458200,0,0,0.00,0.0,458200,15760,25 APPLETON ST #25,164.0-0001-0007.0
2024,102  - Condo,446900,0,0,0.00,0.0,446900,15760,25 APPLETON ST #25,164.0-0001-0007.0
2023,102  - Condo,431900,0,0,0.00,0.0,431900,15760,25 APPLETON ST #25,164.0-0001-0007.0
2022,102  - Condo,419500,0,0,0.00,0.0,419500,15760,25 APPLETON ST #25,164.0-0001-0007.0
2021,102  - Condo,407100,0,0,0.00,0.0,407100,15760,25 APPLETON ST #25,164.0-0001-0007.0
2020,102  - Condo,400900,0,0,0.00,0.0,400900,15760,25 APPLETON ST #25,164.0-0001-0007.0
2019,102  - Condo,388700,0,0,0.00,0.0,388700,15760,25 APPLETON ST #25,164.0-0001-0007.0
2018,102  - Condo,343200,0,0,0.00,0.0,343200,15760,25 APPLETON ST #25,164.0-0001-0007.0
2017,102  - Condo,312400,0,0,0.00,0.0,312400,15760,25 APPLETON ST #25,164.0-0001-0007.0
2016,102  - Condo,312400,0,0,0.00,0.0,312400,15760,25 APPLETON ST #25,164.0-0001-0007.0
2015,102  - Condo,288400,0,0,0.00,0.0,288400,15760,25 APPLETON ST #25,164.0-0001-0007.0
2014,102  - Condo,275000,0,0,0.00,0.0,275000,15760,25 APPLETON ST #25,164.0-0001-0007.0
2013,102  - Condo,275000,0,0,0.00,0.0,275000,15760,25 APPLETON ST #25,164.0-0001-0007.0
2012,102  - Condo,304100,0,0,0.00,0.0,304100,15760,25 APPLETON ST #25,164.0-0001-0007.0
2011,102  - Condo,304100,0,0,0.00,0.0,304100,15760,25 APPLETON ST #25,164.0-0001-0007.0
2026,101  - One Family,432700,0,552000,"7,395.00",0.0,984700,13044,231 APPLETON ST,169.0-0001-0001.0
2025,101  - One Family,412800,0,526300,"7,395.00",0.0,939100,13044,231 APPLETON ST,169.0-0001-0001.0
2024,101  - One Family,389200,0,526300,"7,395.00",0.0,915500,13044,231 APPLETON ST,169.0-0001-0001.0
2023,101  - One Family,356400,0,468600,"7,395.00",0.0,825000,13044,231 APPLETON ST,169.0-0001-0001.0
2022,101  - One Family,322500,0,449300,"7,395.00",0.0,771800,13044,231 APPLETON ST,169.0-0001-0001.0
2021,101  - One Family,312600,0,449300,"7,395.00",0.0,761900,13044,231 APPLETON ST,169.0-0001-0001.0
2020,101  - One Family,312600,0,449300,"7,395.00",0.0,761900,13044,231 APPLETON ST,169.0-0001-0001.0
2019,101  - One Family,240100,0,449300,"7,395.00",0.0,689400,13044,231 APPLETON ST,169.0-0001-0001.0
2018,101  - One Family,247800,0,378700,"7,395.00",0.0,626500,13044,231 APPLETON ST,169.0-0001-0001.0
2017,101  - One Family,247800,0,346600,"7,395.00",0.0,594400,13044,231 APPLETON ST,169.0-0001-0001.0
2016,101  - One Family,247800,0,295300,"7,395.00",0.0,543100,13044,231 APPLETON ST,169.0-0001-0001.0
2015,101  - One Family,233900,0,256700,"7,395.00",0.0,490600,13044,231 APPLETON ST,169.0-0001-0001.0
2014,101  - One Family,227000,0,237500,"7,395.00",0.0,464500,13044,231 APPLETON ST,169.0-0001-0001.0
2013,101  - One Family,227000,0,225900,"7,395.00",0.0,452900,13044,231 APPLETON ST,169.0-0001-0001.0
2012,101  - One Family,244100,0,205400,"7,395.00",0.0,449500,13044,231 APPLETON ST,169.0-0001-0001.0
2011,101  - One Family,244100,0,205400,"7,395.00",0.0,449500,13044,231 APPLETON ST,169.0-0001-0001.0
2010,101  - One Family,244100,0,205400,"7,395.00",0.0,449500,13044,231 APPLETON ST,169.0-0001-0001.0
2009,101  - One Family,231900,0,207300,"7,395.00",0.0,439200,13044,231 APPLETON ST,169.0-0001-0001.0
2008,101  - One Family,241600,0,207300,"7,395.00",0.0,448900,13044,231 APPLETON ST,169.0-0001-0001.0
2007,101  - One Family,254300,0,218200,"7,395.00",0.0,472500,13044,231 APPLETON ST,169.0-0001-0001.0
2006,101  - One Family,242700,0,176900,"7,395.00",0.0,419600,13044,231 APPLETON ST,169.0-0001-0001.0
2005,101  - One Family,226600,0,173300,"7,395.00",0.0,399900,13044,231 APPLETON ST,169.0-0001-0001.0
2004,101  - One Family,226600,0,173300,"7,395.00",0.0,399900,13044,231 APPLETON ST,169.0-0001-0001.0
2003,101  - One Family,159200,0,141200,"7,395.00",0.0,300400,13044,231 APPLETON ST,169.0-0001-0001.0
2002,101  - One Family,159200,0,128400,"7,395.00",0.0,287600,13044,231 APPLETON ST,169.0-0001-0001.0
2001,101  - One Family,159200,0,128400,"7,395.00",0.0,287600,13044,231 APPLETON ST,169.0-0001-0001.0
2000,101  - One Family,100400,0,107400,0.17,0.0,207800,13044,231 APPLETON ST,169.0-0001-0001.0
1999,101  - One Family,100400,0,107400,,0.0,207800,13044,231 APPLETON ST,169.0-0001-0001.0
1998,101  - One Family,100400,0,97600,,0.0,198000,13044,231 APPLETON ST,169.0-0001-0001.0
1997,101  - One Family,95100,0,87900,,0.0,183000,13044,231 APPLETON ST,169.0-0001-0001.0
1996,101  - One Family,97600,0,87900,,0.0,185500,13044,231 APPLETON ST,169.0-0001-0001.0
1995,101  - One Family,97600,0,87900,,0.0,185500,13044,231 APPLETON ST,169.0-0001-0001.0
1994,101  - One Family,86900,0,85300,,0.0,172200,13044,231 APPLETON ST,169.0-0001-0001.0
1993,101  - One Family,86900,0,85300,,0.0,172200,13044,231 APPLETON ST,169.0-0001-0001.0
1992,101  - One Family,89600,0,87900,,0.0,177500,13044,231 APPLETON ST,169.0-0001-0001.0
2026,962  - Other,0,19400,948300,"24,007.00",0.0,967700,11606,0LOT APPLETON PL,148.0-0007-0001.0
2025,962  - Other,0,19400,924300,"24,007.00",0.0,943700,11606,0LOT APPLETON PL,148.0-0007-0001.0
2024,962  - Other,0,16500,888300,"24,007.00",0.0,904800,11606,0LOT APPLETON PL,148.0-0007-0001.0
2023,962  - Other,0,16500,828200,"24,007.00",0.0,844700,11606,0LOT APPLETON PL,148.0-0007-0001.0
2022,962  - Other,0,16500,840200,"24,007.00",0.0,856700,11606,0LOT APPLETON PL,148.0-0007-0001.0
2021,962  - Other,0,16500,840200,"24,007.00",0.0,856700,11606,0LOT APPLETON PL,148.0-0007-0001.0
2020,962  - Other,0,16500,840200,"24,007.00",0.0,856700,11606,0LOT APPLETON PL,148.0-0007-0001.0
2019,962  - Other,0,17100,840200,"24,007.00",0.0,857300,11606,0LOT APPLETON PL,148.0-0007-0001.0
2018,962  - Other,0,17100,564200,"24,007.00",0.0,581300,11606,0LOT APPLETON PL,148.0-0007-0001.0
2017,962  - Other,0,17100,540200,"24,007.00",0.0,557300,11606,0LOT APPLETON PL,148.0-0007-0001.0
2016,906  - Church/Syn,0,17100,492100,"24,007.00",0.0,509200,11606,0LOT APPLETON PL,148.0-0007-0001.0
2015,906  - Church/Syn,0,17700,396100,"24,007.00",0.0,413800,11606,0LOT APPLETON PL,148.0-0007-0001.0
2014,906  - Church/Syn,0,17700,354100,"24,007.00",0.0,371800,11606,0LOT APPLETON PL,148.0-0007-0001.0
2013,906  - Church/Syn,0,17700,336100,"24,007.00",0.0,353800,11606,0LOT APPLETON PL,148.0-0007-0001.0
2012,906  - Church/Syn,0,18200,432100,"24,007.00",0.0,450300,11606,0LOT APPLETON PL,148.0-0007-0001.0
2011,906  - Church/Syn,0,18200,432100,"24,007.00",0.0,450300,11606,0LOT APPLETON PL,148.0-0007-0001.0
2010,906  - Church/Syn,0,18200,432100,"24,007.00",0.0,450300,11606,0LOT APPLETON PL,148.0-0007-0001.0
2009,906  - Church/Syn,0,18600,423500,"24,007.00",0.0,442100,11606,0LOT APPLETON PL,148.0-0007-0001.0
2008,906  - Church/Syn,0,18600,435200,"24,007.00",0.0,453800,11606,0LOT APPLETON PL,148.0-0007-0001.0
2007,906  - Church/Syn,0,18600,444100,"24,007.00",0.0,462700,11606,0LOT APPLETON PL,148.0-0007-0001.0
2006,906  - Church/Syn,0,19200,360100,"24,007.00",0.0,379300,11606,0LOT APPLETON PL,148.0-0007-0001.0
2005,906  - Church/Syn,0,19200,360100,"24,007.00",0.0,379300,11606,0LOT APPLETON PL,148.0-0007-0001.0
2004,906  - Church/Syn,0,19200,360100,"24,007.00",0.0,379300,11606,0LOT APPLETON PL,148.0-0007-0001.0
2003,906  - Church/Syn,0,15100,306100,"24,007.00",0.0,321200,11606,0LOT APPLETON PL,148.0-0007-0001.0
2002,906  - Church/Syn,0,15100,252100,"24,007.00",0.0,267200,11606,0LOT APPLETON PL,148.0-0007-0001.0
2001,906  - Church/Syn,0,15100,252100,"24,007.00",0.0,267200,11606,0LOT APPLETON PL,148.0-0007-0001.0
2000,906  - Church/Syn,0,0,151200,0.55,0.0,151200,11606,0LOT APPLETON PL,148.0-0007-0001.0
1999,906  - Church/Syn,0,0,151200,,0.0,151200,11606,0LOT APPLETON PL,148.0-0007-0001.0
1998,906  - Church/Syn,0,0,151200,,0.0,151200,11606,0LOT APPLETON PL,148.0-0007-0001.0
1997,906  - Church/Syn,0,0,136100,,0.0,136100,11606,0LOT APPLETON PL,148.0-0007-0001.0
1996,906  - Church/Syn,0,0,136100,,0.0,136100,11606,0LOT APPLETON PL,148.0-0007-0001.0
1995,906  - Church/Syn,0,0,136100,,0.0,136100,11606,0LOT APPLETON PL,148.0-0007-0001.0
1994,906  - Church/Syn,0,0,136100,,0.0,136100,11606,0LOT APPLETON PL,148.0-0007-0001.0
1993,906  - Church/Syn,0,0,136100,,0.0,136100,11606,0LOT APPLETON PL,148.0-0007-0001.0
1992,906  - Church/Syn,0,0,136100,,0.0,136100,11606,0LOT APPLETON PL,148.0-0007-0001.0
2026,101  - One Family,495800,0,520400,"6,650.00",0.0,1016200,14109,454 APPLETON ST,179.0-0006-0003.0
2025,101  - One Family,488500,0,495600,"6,650.00",0.0,984100,14109,454 APPLETON ST,179.0-0006-0003.0
2024,101  - One Family,437300,0,477000,"6,650.00",0.0,914300,14109,454 APPLETON ST,179.0-0006-0003.0
2023,101  - One Family,371600,0,446000,"6,650.00",0.0,817600,14109,454 APPLETON ST,179.0-0006-0003.0
2022,101  - One Family,186600,0,433700,"6,650.00",0.0,620300,14109,454 APPLETON ST,179.0-0006-0003.0
2021,101  - One Family,180500,0,433700,"6,650.00",0.0,614200,14109,454 APPLETON ST,179.0-0006-0003.0
2020,101  - One Family,178300,0,433700,"6,650.00",0.0,612000,14109,454 APPLETON ST,179.0-0006-0003.0
2019,101  - One Family,167000,0,427500,"6,650.00",0.0,594500,14109,454 APPLETON ST,179.0-0006-0003.0
2018,101  - One Family,167000,0,328300,"6,650.00",0.0,495300,14109,454 APPLETON ST,179.0-0006-0003.0
2017,101  - One Family,167000,0,309800,"6,650.00",0.0,476800,14109,454 APPLETON ST,179.0-0006-0003.0
2016,101  - One Family,167000,0,285000,"6,650.00",0.0,452000,14109,454 APPLETON ST,179.0-0006-0003.0
2015,101  - One Family,156700,0,266400,"6,650.00",0.0,423100,14109,454 APPLETON ST,179.0-0006-0003.0
2014,101  - One Family,156700,0,245300,"6,650.00",0.0,402000,14109,454 APPLETON ST,179.0-0006-0003.0
2013,101  - One Family,156700,0,245300,"6,650.00",0.0,402000,14109,454 APPLETON ST,179.0-0006-0003.0
2012,101  - One Family,158100,0,204400,"6,650.00",0.0,362500,14109,454 APPLETON ST,179.0-0006-0003.0
2011,101  - One Family,158100,0,204400,"6,650.00",0.0,362500,14109,454 APPLETON ST,179.0-0006-0003.0
2010,101  - One Family,158100,0,204400,"6,650.00",0.0,362500,14109,454 APPLETON ST,179.0-0006-0003.0
2009,101  - One Family,152100,0,204300,"6,650.00",0.0,356400,14109,454 APPLETON ST,179.0-0006-0003.0
2008,101  - One Family,158400,0,204300,"6,650.00",0.0,362700,14109,454 APPLETON ST,179.0-0006-0003.0
2007,101  - One Family,163300,0,210600,"6,650.00",0.0,373900,14109,454 APPLETON ST,179.0-0006-0003.0
2006,101  - One Family,160200,0,170700,"6,650.00",0.0,330900,14109,454 APPLETON ST,179.0-0006-0003.0
2005,101  - One Family,151100,0,161100,"6,650.00",0.0,312200,14109,454 APPLETON ST,179.0-0006-0003.0
2004,101  - One Family,151100,0,161100,"6,650.00",0.0,312200,14109,454 APPLETON ST,179.0-0006-0003.0
2003,101  - One Family,113800,0,133200,"6,650.00",0.0,247000,14109,454 APPLETON ST,179.0-0006-0003.0
2002,101  - One Family,113800,0,117700,"6,650.00",0.0,231500,14109,454 APPLETON ST,179.0-0006-0003.0
2001,101  - One Family,113800,0,117700,"6,650.00",0.0,231500,14109,454 APPLETON ST,179.0-0006-0003.0
2000,101  - One Family,74800,0,102600,0.15,0.0,177400,14109,454 APPLETON ST,179.0-0006-0003.0
1999,101  - One Family,74800,0,102600,,0.0,177400,14109,454 APPLETON ST,179.0-0006-0003.0
1998,101  - One Family,82700,0,93300,,0.0,176000,14109,454 APPLETON ST,179.0-0006-0003.0
1997,101  - One Family,76500,0,83900,,0.0,160400,14109,454 APPLETON ST,179.0-0006-0003.0
1996,101  - One Family,76500,0,83900,,0.0,160400,14109,454 APPLETON ST,179.0-0006-0003.0
1995,101  - One Family,76500,0,83900,,0.0,160400,14109,454 APPLETON ST,179.0-0006-0003.0
1994,101  - One Family,73400,0,81900,,0.0,155300,14109,454 APPLETON ST,179.0-0006-0003.0
1993,101  - One Family,73400,0,81900,,0.0,155300,14109,454 APPLETON ST,179.0-0006-0003.0
1992,101  - One Family,75700,0,84400,,0.0,160100,14109,454 APPLETON ST,179.0-0006-0003.0
2026,101  - One Family,275000,0,474600,"4,834.00",0.0,749600,13692,319 APPLETON ST,175.0-0008-0004.0
2025,101  - One Family,271200,0,452000,"4,834.00",0.0,723200,13692,319 APPLETON ST,175.0-0008-0004.0
2024,101  - One Family,247900,0,435100,"4,834.00",0.0,683000,13692,319 APPLETON ST,175.0-0008-0004.0
2023,101  - One Family,213300,0,406800,"4,834.00",0.0,620100,13692,319 APPLETON ST,175.0-0008-0004.0
